budget_fraction,corpus,descriptor_family,funnel,mean_best_fitness,mean_candidate_count,mean_canonical_netlists,mean_motif_signatures,mean_pareto_members,mean_style_clusters,method,problem_group_count,total_candidate_count
0.75,auto_bd_standard_results,synthesis_trajectory_nod,valid_ppa,0.27497408828975506,35.38461538461539,16.846153846153847,11.923076923076923,35.38461538461539,1.0,synthesis_trajectory_nod,39,1380
1.0,auto_bd_standard_results,synthesis_trajectory_nod,functional,0.28315714947583676,48.61538461538461,21.846153846153847,15.487179487179487,48.61538461538461,1.0,synthesis_trajectory_nod,39,1896
1.0,auto_bd_standard_results,synthesis_trajectory_nod,generated,0.28315714947583676,120.0,21.846153846153847,15.487179487179487,48.61538461538461,1.0,synthesis_trajectory_nod,39,4680
1.0,auto_bd_standard_results,synthesis_trajectory_nod,pareto_front,0.28315714947583676,48.61538461538461,21.846153846153847,15.487179487179487,48.61538461538461,1.0,synthesis_trajectory_nod,39,1896
1.0,auto_bd_standard_results,synthesis_trajectory_nod,synthesis_valid,0.28315714947583676,48.61538461538461,21.846153846153847,15.487179487179487,48.61538461538461,1.0,synthesis_trajectory_nod,39,1896
1.0,auto_bd_standard_results,synthesis_trajectory_nod,valid_ppa,0.28315714947583676,48.61538461538461,21.846153846153847,15.487179487179487,48.61538461538461,1.0,synthesis_trajectory_nod,39,1896
0.25,rtllm_gen20,lexical_structural_posthoc,functional,0.18304747241912644,13.28,3.5,2.66,3.86,1.04,classic_revolution,50,664
0.25,rtllm_gen20,lexical_structural_posthoc,generated,0.18304747241912644,52.54,3.5,2.66,3.86,3.7,classic_revolution,50,2627
0.25,rtllm_gen20,lexical_structural_posthoc,pareto_front,0.1385196163135159,3.86,0.88,0.52,3.86,0.44,classic_revolution,50,193
0.25,rtllm_gen20,lexical_structural_posthoc,synthesis_valid,0.18304747241912644,12.02,3.5,2.66,3.86,0.86,classic_revolution,50,601
0.25,rtllm_gen20,lexical_structural_posthoc,valid_ppa,0.18304747241912644,12.02,3.5,2.66,3.86,0.86,classic_revolution,50,601
0.5,rtllm_gen20,lexical_structural_posthoc,functional,0.18923232293747466,25.94,5.56,3.7,7.7,1.2,classic_revolution,50,1297
0.5,rtllm_gen20,lexical_structural_posthoc,generated,0.18923232293747466,104.3,5.56,3.7,7.7,4.28,classic_revolution,50,5215
0.5,rtllm_gen20,lexical_structural_posthoc,pareto_front,0.14889349204667393,7.7,1.7,0.88,7.7,0.66,classic_revolution,50,385
0.5,rtllm_gen20,lexical_structural_posthoc,synthesis_valid,0.18923232293747466,23.24,5.56,3.7,7.7,1.02,classic_revolution,50,1162
0.5,rtllm_gen20,lexical_structural_posthoc,valid_ppa,0.18923232293747466,23.24,5.56,3.7,7.7,1.02,classic_revolution,50,1162
0.75,rtllm_gen20,lexical_structural_posthoc,functional,0.20852872527179048,38.98,6.86,4.44,11.56,1.26,classic_revolution,50,1949
0.75,rtllm_gen20,lexical_structural_posthoc,generated,0.20852872527179048,156.6,6.86,4.44,11.56,4.54,classic_revolution,50,7830
0.75,rtllm_gen20,lexical_structural_posthoc,pareto_front,0.16096058999859134,11.56,1.96,1.02,11.56,0.72,classic_revolution,50,578
0.75,rtllm_gen20,lexical_structural_posthoc,synthesis_valid,0.20852872527179048,34.94,6.86,4.44,11.56,1.04,classic_revolution,50,1747
0.75,rtllm_gen20,lexical_structural_posthoc,valid_ppa,0.20852872527179048,34.94,6.86,4.44,11.56,1.04,classic_revolution,50,1747
1.0,rtllm_gen20,lexical_structural_posthoc,functional,0.21202315074093167,52.18,8.1,5.02,15.86,1.32,classic_revolution,50,2609
1.0,rtllm_gen20,lexical_structural_posthoc,generated,0.21202315074093167,208.26,8.1,5.02,15.86,4.88,classic_revolution,50,10413
1.0,rtllm_gen20,lexical_structural_posthoc,pareto_front,0.16445501546773253,15.86,2.42,1.26,15.86,0.72,classic_revolution,50,793
1.0,rtllm_gen20,lexical_structural_posthoc,synthesis_valid,0.21202315074093167,46.7,8.1,5.02,15.86,1.06,classic_revolution,50,2335
1.0,rtllm_gen20,lexical_structural_posthoc,valid_ppa,0.21202315074093167,46.7,8.1,5.02,15.86,1.06,classic_revolution,50,2335
