model,benchmark_name,init_func_pass_rate,final_func_pass_rate,init_func_any_pass_rate,final_func_any_pass_rate,area_improvement_percentage_compared_to_ref,power_improvement_percentage_compared_to_ref,eff_clk_improvement_percentage_compared_to_ref,avg_runtime_seconds
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob127_lemmings1,0.1000,0.3810,1.0000,1.0000,N/A,N/A,N/A,588.55
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob128_fsm_ps2,0.5000,0.4857,1.0000,1.0000,N/A,N/A,N/A,577.15
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob129_ece241_2013_q8,1.0000,0.7476,1.0000,1.0000,N/A,N/A,N/A,684.24
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob130_circuit5,1.0000,0.9667,1.0000,1.0000,N/A,N/A,N/A,643.58
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob131_mt2015_q4,0.0000,0.8667,0.0000,1.0000,N/A,N/A,N/A,745.93
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob132_always_if2,1.0000,0.9952,1.0000,1.0000,N/A,N/A,N/A,495.18
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob133_2014_q3fsm,0.2000,0.5238,1.0000,1.0000,N/A,N/A,N/A,910.37
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob134_2014_q3c,0.7000,0.8190,1.0000,1.0000,N/A,N/A,N/A,720.68
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.0000,0.6476,0.0000,1.0000,N/A,N/A,N/A,788.65
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob136_m2014_q6,0.5000,0.7000,1.0000,1.0000,N/A,N/A,N/A,673.95
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob137_fsm_serial,0.0000,0.5048,0.0000,1.0000,N/A,N/A,N/A,846.20
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob138_2012_q2fsm,0.2000,0.7524,1.0000,1.0000,N/A,N/A,N/A,612.58
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob139_2013_q2bfsm,0.0000,0.0048,0.0000,1.0000,N/A,N/A,N/A,1215.77
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob140_fsm_hdlc,0.1000,0.3143,1.0000,1.0000,N/A,N/A,N/A,900.64
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob141_count_clock,0.1000,0.4381,1.0000,1.0000,12.99,13.16,23.40,1626.38
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob142_lemmings2,0.0000,0.4048,0.0000,1.0000,N/A,N/A,N/A,751.43
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob143_fsm_onehot,0.6000,0.7429,1.0000,1.0000,N/A,N/A,N/A,1111.06
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob144_conwaylife,0.7000,0.5000,1.0000,1.0000,2.24,15.90,2.70,5571.85
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob145_circuit8,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,591.16
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob146_fsm_serialdata,0.2000,0.5000,1.0000,1.0000,-30.14,-31.21,-44.44,866.55
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob147_circuit10,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,678.84
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob148_2013_q2afsm,0.9000,0.8286,1.0000,1.0000,N/A,N/A,N/A,787.59
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob149_ece241_2013_q4,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,983.68
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.4000,0.8714,1.0000,1.0000,N/A,N/A,N/A,813.07
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.0000,0.2714,0.0000,1.0000,N/A,N/A,N/A,881.89
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob152_lemmings3,0.0000,0.5000,0.0000,1.0000,N/A,N/A,N/A,1037.83
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob153_gshare,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1117.43
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob154_fsm_ps2data,0.5000,0.4286,1.0000,1.0000,N/A,N/A,N/A,668.22
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob155_lemmings4,0.0000,0.5000,0.0000,1.0000,0.00,67.46,3.57,1183.69
gpt-4.1-mini_clean_results,VerilogEval-Spec-to-RTL/Prob156_review2015_fancytimer,0.0000,0.0048,0.0000,1.0000,N/A,N/A,N/A,1468.44
