model,benchmark_name,init_func_pass_rate,final_func_pass_rate,init_func_any_pass_rate,final_func_any_pass_rate,area_improvement_percentage_compared_to_ref,power_improvement_percentage_compared_to_ref,eff_clk_improvement_percentage_compared_to_ref,avg_runtime_seconds
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob139_2013_q2bfsm,0.0000,0.0095,0.0000,1.0000,N/A,N/A,N/A,1616.76
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob140_fsm_hdlc,0.0000,0.1619,0.0000,1.0000,N/A,N/A,N/A,1548.91
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob141_count_clock,0.5000,0.3714,1.0000,1.0000,25.97,18.95,12.77,2630.07
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob142_lemmings2,1.0000,0.6048,1.0000,1.0000,N/A,N/A,N/A,1466.38
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob143_fsm_onehot,0.5000,0.4810,1.0000,1.0000,N/A,N/A,N/A,1828.44
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob144_conwaylife,0.3000,0.4000,1.0000,1.0000,21.91,27.18,18.92,4010.27
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob145_circuit8,0.0000,0.0048,0.0000,1.0000,N/A,N/A,N/A,1196.16
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob146_fsm_serialdata,0.4000,0.1143,1.0000,1.0000,-36.30,-33.33,-50.00,1617.00
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob147_circuit10,0.0000,0.1286,0.0000,1.0000,N/A,N/A,N/A,1389.60
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob148_2013_q2afsm,0.5000,0.6095,1.0000,1.0000,N/A,N/A,N/A,1575.03
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob149_ece241_2013_q4,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1620.41
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.0000,0.4048,0.0000,1.0000,N/A,N/A,N/A,1656.80
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.0000,0.0286,0.0000,1.0000,N/A,N/A,N/A,1488.24
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob152_lemmings3,0.3000,0.3905,1.0000,1.0000,N/A,N/A,N/A,1687.04
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob153_gshare,0.1000,0.3476,1.0000,1.0000,0.23,54.92,24.00,2441.63
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob154_fsm_ps2data,0.5000,0.5048,1.0000,1.0000,N/A,N/A,N/A,1509.01
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob155_lemmings4,0.0000,0.0048,0.0000,1.0000,-13.73,-25.99,-50.00,1707.62
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob156_review2015_fancytimer,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,2081.13
